"id","tipo_de_barrio","nombre_del_barrio","integrantes_del_hogar","p1","p1_1","p2","p3","p4","p5","p6","p7","p8","p9","p10","p11","p12","p12_1","p12_2","p12_3","p13","p14","p14_1","p14_2","trabaja","p15","p16","p17","p18","p19","p20","p21","p22","p22_1","p23","p24","p24_1","p25","p26","p27","p28","p29","p30","p31","p32","p32_1","p32_2","p32_otros_1","p32_otros_2","p33","p33_1","p33_2","p33_3","p33_4","p33_5","p33_6","p34","p35","p36","p37","p38","p38_1","p38_2","p38_3","p38_4","p38_5","p39","p40","p41","p42","p43","p44","p45","p46","p47","p48","p48_1","p48_2","p48_3","p48_4","p48_5","p49","p50","p51","p51_1","p51_2","p51_3","p51_4","p51_5","p52","p53","p54","p55","p56","p57","p58","p59","p60","p60_1","p61","p61_1","p62","p63","p64","p65","p66","p66_1","p66_2","p67","p67_1","p68","p69","p69_1","p70","p71","p72","p72_1","p72_2","p72_3","p72_4","p72_5","p72_6","p72_7","p73","p73_1","p73_2","p73_3","p73_4","p73_5","p73_6","p73_7","p73_8","p73_9","p74","p75","p76","p77","p77_1","p77_2","p78","p79","fecha_de_entrevista","comuna","total_menores","total_adultos_mayores","q189cod1","q189cod1_etiqueta","q189cod2","q189cod2_etiqueta","p20c_renatep_rama_actividad","p20c_renatep_rama_etiqueta","p20c_renatep_ocupacion","p20c_renatep_ocupacion_etiqueta","q219cod1","q219cod1_etiqueta","q219cod2","q219cod2_etiqueta","p42c_cno","p42c_renatep_rama_actividad","p42_renatep_rama_etiqueta","p42c_renatep_ocupacion","p42c_renatep_ocupacion_etiqueta","hogar_monoparental","p67_tema_curso_grupos"
19809571,"1","1",5,"1","","2",58,"3","1","","","2","","","","5","","Paraguay","","1","1","","","1","","1","Construcción","1","1","Albañil","Tareas de construcción","7","","4","","","","3","2","","2","30","8","4","","","","","3","","","","","","","1","5","2","1","3","3","3","3","2","1","1","","","","","","","","","","","","","","","","","","","","","","","1","Albañil plomero electricista","1","2","2","2","2","1","","","7","","","","3","2","","","","","","","","","","2","","","","","","","","","2","4","4","4","2","4","4","2","4","","2","","4","1","","","2","2","2023-06-05","Comuna 08",1,1,"45","CONSTRUCCION","4500","Construcción","5","Construcción e Infraestructura Social y Mejoramiento Ambiental.","2","Albañil // Durlero","","","","","","","","","0","","99"
19883652,"1","8",3,"1","","1",60,"5","1","","","2","","","","1","","","","","1","","","1","","1","cooperativa","3","1","barrido de calles , veredas","barre, limpia","1","","3","","","1","","","","2","20","7","4","","","","","1","","","","","","","2","","1","1","3","3","3","3","1","3","2","","","","","","","","","","","","","","","","","","","","","","","2","","1","2","2","2","2","1","","","7","","","","3","2","","","","","","","","","","99","","","","","","","","","4","4","4","4","2","1","4","4","1","pension por madre de 7 hijos","2","","4","2","","sendero","2","2","2023-06-23","Comuna 07",1,0,"91","SERVICIOS DE ASOCIACIONES","9109","Servicios de asociaciones n.c.p.","4","Recuperación, Reciclado y Servicios Ambientales.","31","Trabajador/a de limpieza de terrenos y espacios verdes","","","","","","","","","0","1","99"
19940927,"1","8",3,"1","","2",45,"6","1","","","2","","","","1","","","","","1","","","1","","1","Textil","2","1","Costurero","Cocer","1","","1","2","","2","","2","","2","60 hs","8","4","","","","","1","","","","","","","1","2","1","1","3","3","3","3","1","2","3","","","","","","","","","","","","","","","","","","","","","","","2","","2","2","1","2","2","2","6","","7","","","","3","2","","","","","","","","","","1","3","9","","","","","","","4","4","4","4","2","4","4","2","4","","2","","4","4","","","2","2","2023-06-28","Comuna 07",1,0,"17","FABRICACION DE PRODUCTOS TEXTILES","1700","Fabricación de productos textiles","6","Industria Manufacturera.","15","Indumentaria y Textil","","","","","","","","","0","","99"
20180142,"1","2",1,"1","","1",45,"4","1","","","1","2","","","2","","","","","1","","","1","","1","Comedor","3","1","Ayudante de cocina","Lavar, preparar alimentos para cocinar, etc","1","","2","","","2","","2","","2","6","4","4","","","","","1","","","","","","","2","","1","2","1","3","1","1","1","3","1","Pizzeria","4","Producción","1","2","","2","","12","","","","","Fiambrera, amasadora","1","1","1","1","1","1","1","1","2","","2","2","2","2","2","2","1","","1","","1","4","3","2","","","","","","","","","","1","5","7","9","","","","","","4","4","4","4","4","1","4","4","4","","2","","2","2","","OSPERI","2","2","2023-07-10","Comuna 01",0,0,"85","SERVICIOS SOCIALES Y DE SALUD","8503","Servicios sociales","3","Servicios Personales y otros Oficios.","5","Asador // Cocinero/a","55","SERVICIOS DE HOTELERIA Y RESTAURANTES","5503","Servicios de expendio de comidas y bebidas excepto vendedores ambulantes de comidas","80.3.1.3 / operario de línea de montaje","6","Industria Manufacturera.","38","Otros","","99"
19604350,"1","8",2,"1","","2",35,"6","1","","","1","2","","","5","","Bolivia","","1","1","","","1","","1","Costura","2","1","Costura","Costura","4","","1","2","","2","","2","","2","48","7","4","","","","","1","12","","","","","Coser","1","4","3","2","2","1","3","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","1","Costura","2","2","1","2","1","2","6","","7","","","","3","2","","","","","","","","","","1","15","","","","","","","","4","4","4","4","2","4","4","2","4","","2","","4","1","","","2","2","2023-06-12","Comuna 07",3,0,"17","FABRICACION DE PRODUCTOS TEXTILES","1700","Fabricación de productos textiles","6","Industria Manufacturera.","15","Indumentaria y Textil","","","","","","","","","0","","99"
19887563,"1","3",1,"1","","2",32,"5","1","","","2","","","","5","","Paraguay","","1","1","","","1","","1","Albañil","1","1","Albañil cuenta propia","Albañil","7","","4","","","","3","2","","2","30","8","11","","","Por su cuenta","","2","3","","","","","","2","","1","2","3","2","3","3","3","1","3","","","","","","","","","","","","","","","","","","","","","","","1","Albañil","1","2","2","2","2","1","","","7","","","","3","2","","","","","","","","","","2","","","","","","","","","4","4","4","4","2","4","4","4","4","","2","","4","1","","","2","2","2023-06-23","Comuna 04",2,0,"45","CONSTRUCCION","4500","Construcción","5","Construcción e Infraestructura Social y Mejoramiento Ambiental.","2","Albañil // Durlero","","","","","","","","","0","2","99"
20143335,"1","2",3,"1","","1",49,"6","1","","","1","1","1","","6","","","Peru","1","1","","","1","","1","Empleada doméstica","1","1","Limpieza","Limpio","7","","6","","","1","","","","1","40hs","8","4","","","","","1","","","","","","","2","","1","1","3","3","1","2","1","3","3","","","","","","","","","","","","","","","","","","","","","","","2","","2","2","2","2","2","1","","","7","","","","3","2","","","","","","","","","","2","","","","","","","","","4","4","4","4","1","4","4","1","4","","2","","1","1","","","2","2","2023-07-07","Comuna 04",1,0,"95","SERVICIOS DE HOGARES PRIVADOS QUE CONTRATAN SERVICIO DOMESTICO","9500","Servicios de hogares privados que contratan servicio domestico","3","Servicios Personales y otros Oficios.","26","Servicios de Limpieza","","","","","","","","","0","","99"
19595917,"1","3",4,"9","","1",25,"4","2","2","1","","","","","1","","","","","1","","","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Empresa de transporte","8","Maestranza","1","2","","2","","13","","","","","","1","1","","","","","","","2","","2","2","1","2","2","2","2","","7","","","","3","2","","","","","","","","","","1","11","","","","","","","","4","4","4","4","4","4","4","4","4","","1","8","4","1","","","2","2","2023-06-14","Comuna 04",2,0,"","","","","","","","","60","SERVICIO DE TRANSPORTE TERRESTRE","6009","Transporte terrestre  ncp","56.2.0.2 / intendente de maestranza/mantenimiento","3","Servicios Personales y otros Oficios.","26","Servicios de Limpieza","","99"
19563939,"1","8",2,"1","","1",38,"4","1","","","1","2","","","5","","Bolivia","","1","1","","","1","","1","Costura","5","1","Costura","Costura","1","","1","2","","2","","2","","2","72","8","4","","","","","1","12","","","","","Maquina de coser","1","3","1","1","1","1","3","3","1","1","5","","","","","","","","","","","","","","","","","","","","","","","1","Costura","1","2","2","2","2","2","4","","7","","","","3","2","","","","","","","","","","1","11","15","","","","","","","4","4","4","4","4","4","4","4","4","","2","","4","1","","","2","2","2023-06-13","Comuna 07",2,0,"17","FABRICACION DE PRODUCTOS TEXTILES","1700","Fabricación de productos textiles","6","Industria Manufacturera.","15","Indumentaria y Textil","","","","","","","","","0","1","99"
19738685,"1","8",3,"3","","2",25,"5","1","","","2","","","","1","","","","","1","","","1","","1","changas de albañileria","2","1","ayuda en albañileria","prepara la mezcla , coloca cemento","7","","1","2","","2","","2","","2","40","5","4","","","","","3","","","","","","","1","1","2","2","3","3","3","2","2","1","1","","","","","","","","","","","","","","","","","","","","","","","2","","2","2","1","2","2","99","","","7","","","","3","2","","","","","","","","","","1","3","6","","","","","","","4","4","4","4","4","4","4","4","4","","2","","4","1","","","2","2","2023-06-15","Comuna 07",0,0,"45","CONSTRUCCION","4500","Construcción","5","Construcción e Infraestructura Social y Mejoramiento Ambiental.","2","Albañil // Durlero","","","","","","","","","0","","99"
19629789,"1","3",2,"3","","1",21,"6","1","","","1","1","2","2","1","","","","","1","","","1","","1","Mc Donalds","6","1","Cajera","Atención de clientes, despacho de pedidos y limpieza de salón","1","","1","2","","1","","","","1","30","5","4","","","","","1","","","","","","","1","2","1","1","3","3","3","3","1","2","2","Venta de pastelería por cuenta propia","1","Elaboración y venta de postres, budines, tortas, etc","4","","3","2","","13","","","","","","3","2","3","2","3","3","3","3","1","Pastelera","2","1","1","1","1","2","1","","7","","","","3","2","","","","","","","","","","1","14","","","","","","","","4","4","4","4","2","4","4","2","4","","2","","4","2","","Pasteleros","1","2","2023-06-15","Comuna 04",1,0,"55","SERVICIOS DE HOTELERIA Y RESTAURANTES","5503","Servicios de expendio de comidas y bebidas excepto vendedores ambulantes de comidas","2","Comercio Popular y Trabajos en Espacios Públicos","36","Vendedor/a punto fijo","15","ELABORACION DE PRODUCTOS ALIMENTICIOS Y BEBIDAS","1504","Elaboración de productos alimenticios n.c.p.","53.1.1.3 / prestador de bar, restaurante, confitería, pizzería y de casas de comida","6","Industria Manufacturera.","22","Producción de alimentos","1","99"
19632936,"1","1",2,"1","","2",30,"3","1","","","1","2","","","5","","Bolivia","","1","1","","","1","","1","albañileria","2","1","albañil","tareas de construcción, arreglos de casas","7","","1","2","","2","","2","","2","48","6","2","","","","","3","2","","","","","","1","4","2","1","1","3","3","3","2","1","2","verduleria","2","carga y descarga de cajones, limpieza y selección de frutas y verduras","1","2","","2","","12","","","","","carro para bajar cajones y trasladar(zorra)","2","2","3","3","1","1","2","3","1","albañil","2","2","2","2","2","1","","","7","","","","3","2","","","","","","","","","","1","5","","","","","","","","4","4","4","4","2","4","4","4","4","","1","24 hs un bebe","4","1","","","1","2","2023-06-01","Comuna 08",2,0,"45","CONSTRUCCION","4500","Construcción","5","Construcción e Infraestructura Social y Mejoramiento Ambiental.","2","Albañil // Durlero","53","COMERCIO AL POR MAYOR, EN COMISION Y AL POR MENOR, EXCEPTO VEHICULOS AUTOMOTORES Y MOTOCICLETAS","5302","Comercio de materias primas agropecuarias","30.1.1.3 / vendedor de verdulería y frutería","2","Comercio Popular y Trabajos en Espacios Públicos","36","Vendedor/a punto fijo","","99"
20325471,"1","2",3,"3","","2",21,"5","1","","","1","2","","","4","Santa Fe","","","","4","Santa Fe","","1","","1","Construcción","4","1","Albañil","Tareas de construcción como levantar paredes","5","","1","2","","2","","2","","2","60","2","4","","","","","3","","","","","","","1","1","1","1","2","3","3","3","2","1","3","","","","","","","","","","","","","","","","","","","","","","","1","Albañil","1","2","2","2","2","2","1","","7","","","","3","2","","","","","","","","","","1","6","","","","","","","","4","4","4","4","4","4","4","4","4","","2","","4","1","","","2","2","2023-07-12","Comuna 01",1,0,"45","CONSTRUCCION","4500","Construcción","5","Construcción e Infraestructura Social y Mejoramiento Ambiental.","2","Albañil // Durlero","","","","","","","","","0","1","99"
19459950,"1","9",1,"1","","1",22,"5","2","2","1","","","","","1","","","","","1","","","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Casa de familia","1","Niñera","6","2","","2","","13","","","","","","2","2","","","","","","","2","","3","2","2","1","2","99","","","7","","","","3","2","","","","","","","","","","1","11","","","","","","","","4","4","4","4","1","4","4","1","4","","2","","4","1","","","2","2","2023-06-03","Comuna 08",4,0,"","","","","","","","","95","SERVICIOS DE HOGARES PRIVADOS QUE CONTRATAN SERVICIO DOMESTICO","9500","Servicios de hogares privados que contratan servicio domestico","57.1.1.3 / niñera/babysitter","1","Servicios Socio Comunitarios","10","Cuidados (niños/as, enfermos/as, personas con discapacidad, ancianos/as)","1","99"
19833416,"1","8",3,"3","","2",22,"7","1","","","2","","","","5","","Bolivia","","1","1","","","1","","1","ayudante textil","2","1","ropa para damas y nenas","prepara pedidos","6","","5","","","2","","2","","2","30","5","4","","","","","1","","","","","","","1","1","4","1","3","1","1","1","1","3","2","","","","","","","","","","","","","","","","","","","","","","","2","","3","2","2","1","1","1","","","7","","","","3","2","","","","","","","","","","1","2","","","","","","","","4","4","4","4","4","4","4","4","4","","2","","4","4","","","2","2","2023-06-14","Comuna 07",1,0,"17","FABRICACION DE PRODUCTOS TEXTILES","1700","Fabricación de productos textiles","2","Comercio Popular y Trabajos en Espacios Públicos","36","Vendedor/a punto fijo","","","","","","","","","0","","99"
19713084,"1","1",2,"1","","2",58,"4","1","","","1","2","","","5","","Bolivia","","1","1","","","1","","1","Potenciar","6","1","Cocinero","Cocina comedor","1","","2","","","2","","2","","2","20","4","4","","","","","9","","","","","","","1","5","1","1","3","3","1","1","1","3","1","","","","","","","","","","","","","","","","","","","","","","","1","Albañil","1","2","2","2","2","1","","","1","","1","4","3","2","","","","","","","","","","1","4","","","","","","","","4","4","4","4","4","4","4","4","4","","2","","4","1","","","2","2","2023-01-01","Comuna 08",0,0,"93","SERVICIOS N.C.P.","9309","Servicios n.c.p.","3","Servicios Personales y otros Oficios.","5","Asador // Cocinero/a","","","","","","","","","0","","99"
20170637,"3","99",3,"2","","1",38,"5","1","","","2","","","","5","","Paraguay","","1","1","","","1","","1","Venta de cosméticos","1","1","Vendedora","Vende","6","","4","","","","3","2","","2","20","6","4","","","","","1","","","","","","","1","1","4","3","3","3","1","1","1","2","1","Enojada doméstica","1","Limpieza","6","2","","2","","12","","","","","Artículos de limpieza","2","2","2","3","1","1","3","1","2","","2","2","1","2","2","2","1","","7","","","","3","2","","","","","","","","","","1","2","","","","","","","","4","4","4","4","4","4","4","4","4","","2","","4","1","","","2","2","2023-07-03","Comuna 08",1,0,"53","COMERCIO AL POR MAYOR, EN COMISION Y AL POR MENOR, EXCEPTO VEHICULOS AUTOMOTORES Y MOTOCICLETAS","5308","Tiendas no especializadas sin predominancia de alimentos y bebidas","2","Comercio Popular y Trabajos en Espacios Públicos","36","Vendedor/a punto fijo","95","SERVICIOS DE HOGARES PRIVADOS QUE CONTRATAN SERVICIO DOMESTICO","9500","Servicios de hogares privados que contratan servicio domestico","55.3.1.4 / mucama/empleada doméstica","3","Servicios Personales y otros Oficios.","26","Servicios de Limpieza","","99"
19887571,"1","3",1,"1","","2",58,"4","1","","","2","","","","4","Chaco","","","","1","","","1","","1","Changas de construcción","1","1","Albañil","Albañil","7","","4","","","","3","2","","2","24","8","4","","","","","1","3","","","","","","1","5","1","1","3","3","3","3","1","2","2","","","","","","","","","","","","","","","","","","","","","","","1","Albañil","1","2","2","2","2","1","","","1","","3","4","3","2","","","","","","","","","","1","16","","","","","","","Herreria","4","4","4","4","4","4","4","4","4","","2","","1","1","","","2","2","2023-06-23","Comuna 04",0,0,"45","CONSTRUCCION","4500","Construcción","5","Construcción e Infraestructura Social y Mejoramiento Ambiental.","2","Albañil // Durlero","","","","","","","","","0","","99"
19629042,"1","3",1,"1","","1",60,"6","1","","","2","","","","4","Salta","","","","1","","","1","","1","Sector Textil","1","1","Costurera","Trabajos en costura","6","","4","","","","3","2","","2","15","8","11","","","Por mi cuenta","","1","","","","","","","2","","4","4","1","2","1","1","1","1","1","Local de Bijouterie","5","Elaboración de pulseras","1","2","","2","","13","","","","","","2","3","1","2","1","1","1","2","1","Costurera","1","2","2","2","2","2","1","","7","","","","3","2","","","","","","","","","","1","15","","","","","","","","4","4","4","4","4","4","4","4","4","","2","","4","1","","","2","2","2023-06-15","Comuna 04",0,0,"17","FABRICACION DE PRODUCTOS TEXTILES","1700","Fabricación de productos textiles","6","Industria Manufacturera.","15","Indumentaria y Textil","53","COMERCIO AL POR MAYOR, EN COMISION Y AL POR MENOR, EXCEPTO VEHICULOS AUTOMOTORES Y MOTOCICLETAS","5304","Comercio de textiles y avíos (mercería), prendas de vestir, calzado, marroquinería y art. similares","80.3.1.3 / confeccionista de bijouterie","6","Industria Manufacturera.","15","Indumentaria y Textil","","99"
19699291,"1","5",2,"1","","1",43,"5","1","","","2","","","","5","","Bolivia","","1","1","","","1","","1","Comercio kiosco","1","1","Vendedora","Atiende kiosco","1","","4","","","","3","2","","2","74","5","4","","","","","1","","","","","","","1","1","5","4","3","3","3","3","1","2","1","Maestranza","4","Limpieza","1","1","","","","12","","","","","Art limpieza mopa aspiradora lustradora","1","1","3","3","3","3","1","1","1","Repostera","1","1","1","2","1","2","1","","7","","","","3","2","","","","","","","","","","1","2","4","","","","","","","4","4","4","4","4","4","4","4","4","","2","","4","1","","","2","2","2023-06-15","Comuna 08",3,0,"53","COMERCIO AL POR MAYOR, EN COMISION Y AL POR MENOR, EXCEPTO VEHICULOS AUTOMOTORES Y MOTOCICLETAS","5303","Comercio de alimentos, bebidas y tabaco","2","Comercio Popular y Trabajos en Espacios Públicos","36","Vendedor/a punto fijo","74","SERVICIOS EMPRESARIALES N.C.P.","7406","Servicios de limpieza de edificios","55.3.1.4 / mucama/empleada doméstica","3","Servicios Personales y otros Oficios.","26","Servicios de Limpieza","1","99"
20180356,"1","2",2,"1","","1",54,"5","1","","","2","","","","4","Salta","","","","1","","","1","","1","Empleada domestica","1","1","Servicio doméstico","Limpieza de hogares","7","","6","","","2","","2","","2","3","4","4","","","","","1","","","","","","","2","","2","2","3","3","3","1","1","3","1","","","","","","","","","","","","","","","","","","","","","","","1","Cocina","1","2","2","2","2","2","3","","7","","","","3","2","","","","","","","","","","1","3","11","","","","","","","4","4","2","4","4","4","4","4","4","","2","","4","2","","Swiss medical","2","2","2023-07-10","Comuna 01",1,0,"95","SERVICIOS DE HOGARES PRIVADOS QUE CONTRATAN SERVICIO DOMESTICO","9500","Servicios de hogares privados que contratan servicio domestico","3","Servicios Personales y otros Oficios.","26","Servicios de Limpieza","","","","","","","","","0","1","99"
19462694,"1","9",2,"1","","2",28,"6","1","","","2","","","","1","","","","","1","","","1","","1","Reciclador","2","1","Reciclador y barrido","Recicla y barre","1","","2","","","2","","2","","2","10 hs semanal total","5","11","","","Se anoto","","1","","","","","","Carretilla y pala","1","1","1","1","3","3","2","2","1","3","1","","","","","","","","","","","","","","","","","","","","","","","2","","1","2","2","2","2","1","","","1","","3","4","3","2","","","","","","","","","","2","","","","","","","","","4","4","4","4","1","4","1","4","4","","2","","4","1","","","1","2","2023-06-02","Comuna 08",2,0,"37","RECICLAMIENTO","3700","Reciclamiento","4","Recuperación, Reciclado y Servicios Ambientales.","31","Trabajador/a de limpieza de terrenos y espacios verdes","","","","","","","","","0","","99"
19894717,"1","3",2,"1","","2",33,"4","1","","","2","","","","5","","Bolivia","","1","1","","","1","","2","Changas de construcción","1","1","Plomero electricista albañil","Changas de plomeria electricidad y albañileria","7","","4","","","","3","2","","2","16","8","11","","","Por su cuenta","","2","3","4","","","","","1","5","1","1","1","3","3","1","3","1","2","Empresa de construcción","6","Carpintero","1","1","","","","3","","","","","","1","1","2","2","3","3","2","1","1","Plomero electricista y carpintero","1","1","1","2","2","2","1","","7","","","","3","2","","","","","","","","","","1","3","","","","","","","","4","4","4","4","4","4","4","4","4","","2","","4","1","","","2","1","2026-06-26","Comuna 04",2,0,"45","CONSTRUCCION","4500","Construcción","5","Construcción e Infraestructura Social y Mejoramiento Ambiental.","2","Albañil // Durlero","45","CONSTRUCCION","4500","Construcción","05.0.0.2 / carpintero fabricante de muebles","6","Industria Manufacturera.","8","Carpintería y Zinguería","","99"
20185635,"3","99",2,"2","","1",37,"5","1","","","2","","","","1","","","","","1","","","1","","1","Servicio doméstico","1","1","Empleada doméstica","Limpieza","7","","6","","","2","","2","","2","20","7","4","","","","","1","","","","","","Articulos de limpieza","2","","2","2","3","3","3","3","2","2","2","","","","","","","","","","","","","","","","","","","","","","","2","","2","2","1","2","2","1","","","7","","","","3","2","","","","","","","","","","1","4","12","11","","","","","","4","4","4","4","1","4","4","1","4","","2","","4","1","","","2","2","2023-07-08","Comuna 07",2,0,"95","SERVICIOS DE HOGARES PRIVADOS QUE CONTRATAN SERVICIO DOMESTICO","9500","Servicios de hogares privados que contratan servicio domestico","3","Servicios Personales y otros Oficios.","26","Servicios de Limpieza","","","","","","","","","0","","99"
20257547,"1","2",1,"1","","1",36,"5","1","","","2","","","","6","","","Peru","1","1","","","1","","1","Empleada domestica","1","1","Empleada domestica","Limpiar","7","","1","2","","2","","1","1","2","18","2","4","","","","","1","","","","","","Herr de limpieza","2","","2","2","3","3","3","1","1","3","1","","","","","","","","","","","","","","","","","","","","","","","2","","3","2","2","2","2","2","3","","7","","","","3","2","","","","","","","","","","2","","","","","","","","","4","4","4","4","1","4","4","1","4","","1","8","4","1","","","2","2","2023-07-10","Comuna 01",0,0,"95","SERVICIOS DE HOGARES PRIVADOS QUE CONTRATAN SERVICIO DOMESTICO","9500","Servicios de hogares privados que contratan servicio domestico","3","Servicios Personales y otros Oficios.","26","Servicios de Limpieza","","","","","","","","","0","","99"
19954470,"1","8",2,"2","","1",32,"6","1","","","2","","","","5","","Bolivia","","1","1","","","1","","1","Servicio doméstico","1","1","Empleada","Limpio y  plancho","7","","6","","","2","","2","","2","40hs","2","4","","","","","1","","","","","","","1","1","1","1","3","3","2","2","3","2","1","","","","","","","","","","","","","","","","","","","","","","","2","","1","2","2","2","2","2","1","","1","","1","4","3","2","","","","","","","","","","1","15","","","","","","","","4","4","4","4","1","4","4","1","4","","2","","4","1","","","2","1","2023-06-26","Comuna 07",2,0,"95","SERVICIOS DE HOGARES PRIVADOS QUE CONTRATAN SERVICIO DOMESTICO","9500","Servicios de hogares privados que contratan servicio domestico","2","Comercio Popular y Trabajos en Espacios Públicos","36","Vendedor/a punto fijo","","","","","","","","","0","","99"
20056464,"1","2",2,"2","","1",34,"4","1","","","1","2","","","5","","Bolivia","","1","1","","","1","","1","Almacen","2","1","Vendedora","Atención al publico","1","","1","2","","2","","2","","2","60","4","4","","","","","1","","","","","","","2","","1","1","3","3","3","3","1","2","2","Taller textil","3","Costurera","1","2","","2","","13","","","","","","1","1","2","2","3","1","2","2","2","","1","2","1","2","2","1","","","7","","","","3","2","","","","","","","","","","1","15","","","","","","","","4","4","4","4","1","4","4","4","4","","2","","4","1","","","2","2","2023-07-06","Comuna 01",3,0,"53","COMERCIO AL POR MAYOR, EN COMISION Y AL POR MENOR, EXCEPTO VEHICULOS AUTOMOTORES Y MOTOCICLETAS","5303","Comercio de alimentos, bebidas y tabaco","2","Comercio Popular y Trabajos en Espacios Públicos","36","Vendedor/a punto fijo","17","FABRICACION DE PRODUCTOS TEXTILES","1700","Fabricación de productos textiles","80.3.2.3 / costurera","6","Industria Manufacturera.","15","Indumentaria y Textil","","99"
19905551,"1","3",2,"1","","2",30,"5","1","","","1","2","","","1","","","","","1","","","1","","1","Logistica","3","1","Carga y descarga","Carga y descarga de camiones","1","","1","2","","2","","2","","2","20","5","4","","","","","1","","","","","","","2","","5","2","2","3","3","3","3","1","2","Empresa de mantenimiento","3","Maestranza","1","1","","","","13","","","","","","2","2","1","1","3","1","3","1","2","","2","2","1","2","2","2","3","","7","","","","3","2","","","","","","","","","","1","9","","","","","","","","4","4","4","4","2","4","4","2","4","","2","","4","2","","Maestranza","99","2","2023-06-27","Comuna 04",2,0,"63","SERVICIOS ANEXOS AL TRANSPORTE; SERVICIOS DE AGENCIAS DE VIAJE","6301","Manipulación , almacenamiento y depósito","8","Transporte y Almacenamiento.","7","Carga de mercadería","74","SERVICIOS EMPRESARIALES N.C.P.","7406","Servicios de limpieza de edificios","56.2.0.2 / intendente de maestranza/mantenimiento","3","Servicios Personales y otros Oficios.","26","Servicios de Limpieza","","99"
19820827,"1","1",1,"1","","2",49,"5","1","","","2","","","","1","","","","","1","","","1","","3","Informática","1","1","Informático","Trabajo con redes domésticas, arreglo de PC, etc","6","","4","","","","3","2","","2","60","8","11","","","Por mi cuenta","","1","","","","","","","1","5","3","2","3","3","3","3","3","3","3","Construcción","1","Albañil","4","","3","2","","3","","","","","","1","1","1","3","3","3","3","3","1","Informático, construcción, plomero","4","1","1","1","1","2","1","","7","","","","3","2","","","","","","","","","","1","4","","","","","","","","2","4","4","4","4","4","4","4","4","","2","","1","1","","","2","1","2023-06-08","Comuna 08",0,2,"72","SERVICIOS INFORMATICOS Y ACTIVIDADES CONEXAS","7201","Servicios de informática","3","Servicios Personales y otros Oficios.","28","Servicios Informáticos","45","CONSTRUCCION","4500","Construcción","72.1.1.3 / albañil (oficial, medio oficial)","5","Construcción e Infraestructura Social y Mejoramiento Ambiental.","2","Albañil // Durlero","","99"
19756212,"1","8",3,"1","","1",60,"3","1","","","2","","","","5","","Bolivia","","1","1","","","1","","1","comerciante","2","1","atiende al publico","vende pañales, etc","1","","4","","","","3","2","","2","60","8","4","","","","","1","","","","","","","2","","2","2","3","3","2","3","1","2","3","quiosco","2","venta al publico","4","","3","2","","13","","","","","","2","2","3","3","3","2","1","3","2","","1","2","2","2","2","1","","","7","","","","3","2","","","","","","","","","","1","1","3","","","","","","","4","4","4","4","4","4","4","4","4","","2","","1","1","","","2","2","2023-06-14","Comuna 07",0,0,"53","COMERCIO AL POR MAYOR, EN COMISION Y AL POR MENOR, EXCEPTO VEHICULOS AUTOMOTORES Y MOTOCICLETAS","5308","Tiendas no especializadas sin predominancia de alimentos y bebidas","2","Comercio Popular y Trabajos en Espacios Públicos","36","Vendedor/a punto fijo","53","COMERCIO AL POR MAYOR, EN COMISION Y AL POR MENOR, EXCEPTO VEHICULOS AUTOMOTORES Y MOTOCICLETAS","5303","Comercio de alimentos, bebidas y tabaco","30.3.1.4 / ayudante de ventas de comercio minorista","2","Comercio Popular y Trabajos en Espacios Públicos","36","Vendedor/a punto fijo","","99"
19461022,"1","9",2,"2","","1",31,"6","1","","","2","","","","1","","","","","1","","","1","","1","Pastelería propia","1","1","Pastelera","Tortas y tartas por encargo","6","","4","","","","3","2","","2","15","8","4","","","","","1","","","","","","De cocina: Batidora y Horno","1","5","2","2","2","2","3","2","1","3","1","Comedor comunitario","2","Cocinera","2","2","","2","","13","","","","","","1","1","3","2","1","1","1","3","1","Pastelera","2","1","1","2","2","1","","","1","","2","4","3","2","","","","","","","","","","1","4","16","","","","","","Educación financiera","4","4","4","4","4","4","4","4","4","","1","12","4","1","","","1","99","2023-06-01","Comuna 08",3,0,"15","ELABORACION DE PRODUCTOS ALIMENTICIOS Y BEBIDAS","1504","Elaboración de productos alimenticios n.c.p.","6","Industria Manufacturera.","22","Producción de alimentos","85","SERVICIOS SOCIALES Y DE SALUD","8503","Servicios sociales","53.1.1.3 / cocinero","3","Servicios Personales y otros Oficios.","5","Asador // Cocinero/a","","99"
